headword,CEFR,definition
minefield,C2,지뢰밭
side-step,C2,회피하다
abundant,C2,풍족한
abundantly,C2,풍성하게
abundance,C2,풍부
anarchic,C2,무정부주의의
crystallize/crystallise,C2,결정화하다/결정화하다
crystallization/crystallisation,C2,결정화/결정화
prescriptive,C2,규정적인
slab,C2,투수판
retrospect,C2,회고
retrospective,C2,회고적인
retrospection,C2,회고
wordage,C2,말씨
brevity,C2,짧음
uncanny,C2,섬뜩한
tactic,C2,술책
tactical,C2,전술적
tactically,C2,전술적으로
tactile,C2,촉각적인
gambit,C2,초반 첫 수
babble,C2,떠드는 소리
bauble,C2,값싼 물건
correlate,C2,상관시키다
correlation,C2,상관관계
correlate,C2,상관시키다
combustion,C2,연소
painstaking,C2,애씀
painstakingly,C2,힘들게
contraption,C2,신안
mesh,C2,망사
enabler,C2,조력자
fluctuate,C2,변동하다
fluctuation,C2,파동
lyricist,C2,작사가
lyrical,C2,서정적인
lyrically,C2,서정적으로
bona fide,C2,진실한
moribund,C2,죽어가는
perch,C2,퍼치
perch,C2,퍼치
perch,C2,퍼치
solicit,C2,간청하다
vocalist,C2,가수
philanthropy,C2,박애
philanthropist,C2,박애주 의자
philanthropic,C2,자선 활동의
philanthropically,C2,자선적으로
precocious,C2,조숙한
precociously,C2,조숙하게
wordsmith,C2,단어 제작자
connote,C2,암시하다
connotation,C2,내포
herald,C2,전령
herald,C2,전령
philistine,C2,속물
innuendo,C2,풍자
induce,C2,유도하다
inducement,C2,유치
anthology,C2,시집
lament,C2,비탄
lamentation,C2,비탄
conduit,C2,도관
chronology,C2,연대기
chronological,C2,연대순
chronologically,C2,연대순으로
equilibrium,C2,평형
rebound,C2,리바운드
rebound,C2,리바운드
proposition,C2,제안
flagging,C2,포석 도로
electrode,C2,전극
caffeinate,C2,카페인을 함유하다
cosmic,C2,질서 있는
interlude,C2,막간
haven,C2,항구
beneficiary,C2,수익자
recuperate,C2,회복하다
recuperation,C2,회복
recuperative,C2,회복의
cultish,C2,숭배하다
seismic,C2,지진의
irrevocably,C2,돌이킬 수 없게
irrevocable,C2,취소할 수 없는
slither,C2,주르르 미끄러짐
unnerve,C2,불안하게 하다
unnerving,C2,불안하게 만드는
unnervingly,C2,불안하게
protrude,C2,내다
protrusion,C2,돌출
qualitative,C2,질적인
procedural,C2,절차상의
procedural,C2,절차상의
demystify,C2,신비를 풀다
demystification,C2,신비해제
proprietary,C2,소유권
proprietorial,C2,소유권의
tantamount,C2,동등한
floodgates,C2,수문
imperceptible,C2,눈에 띄지 않는
imperceptibly,C2,눈에 띄지 않게
hapless,C2,불행한
catastrophic,C2,재앙적인
catastrophically,C2,재앙적으로
commission,C2,수수료
commission,C2,수수료
wayward,C2,흔들리는
blurb,C2,추천 광고
provincial,C2,지방 분구 관장
indolent,C2,나태한
indolently,C2,나태하게
indolence,C2,나태
taste-maker,C2,취향을 만드는 사람
deviant,C2,일탈적인
deviant,C2,일탈적인
deviantly,C2,일탈적으로
engender,C2,낳다
emolument,C2,소득
munificence,C2,후대
posterity,C2,후세
venomous,C2,역겨운
venomously,C2,독하게
choreography,C2,안무
choreographical,C2,안무
archetype,C2,원형
archetypal,C2,전형적인
dissension,C2,불화
exalted,C2,고귀한
exaltedly,C2,고귀하게
adept,C2,정통한
adept,C2,정통한
inert,C2,둔한
hitherto,C2,지금까지
angst,C2,불안
angsty,C2,불안한
drabness,C2,단조로움
melodious,C2,멜로디가 좋은
melodiously,C2,멜로디하게
magpie,C2,까치
lark,C2,종달새
lark,C2,종달새
melancholy,C2,우울
melancholy,C2,우울
meteorology,C2,기상학
meteorological,C2,기상학적인
brink,C2,가장자리
unsurpassed,C2,이겨낼 사람 없는
loiter,C2,배회하는 사람
topple,C2,넘어지다
intrinsic,C2,본질적인
intrinsically,C2,본질적으로
merit,C2,장점
merit,C2,장점
promotable,C2,홍보 가능
clinch,C2,클린치
anonymity,C2,익명
splinter,C2,파편
reproach,C2,치욕
disseminate,C2,전파하다
dissemination,C2,씨 뿌리기
dissemble,C2,숨기다
mangle,C2,압착 롤러
bereft,C2,여읜
bereftly,C2,부득이하게
soliloquy,C2,혼잣말
solipsism,C2,유아 주의자
soliloquize,C2,독백하다
mutinous,C2,반란을 일으키는
mutinously,C2,반항적으로
prissy,C2,프리시
reptilian,C2,비열한
diminish,C2,줄다
undiminishing,C2,줄어들지 않는
contagion,C2,전염병
homestead,C2,주택
computerize/computerise,C2,컴퓨터화된/전산화된
incumbent,C2,쑥 내민
incumbent,C2,쑥 내민
recumbent,C2,가로 누운
nonchalant,C2,무심한
nonchalantly,C2,무심코
mesmeric,C2,최면에 걸린
stultify,C2,멍청하게 하다
stultifyingly,C2,어리둥절하게
wallow,C2,빠지다
ponderous,C2,매우 무거운
ponderously,C2,신중하게
lassitude,C2,나른함
vicinity,C2,부근
ebb,C2,썰물
wax,C2,밀랍
wane,C2,쇠미
antediluvian,C2,아주 늙은 사람
ostensible,C2,표면적으로 보이는
ostensibly,C2,표면적으로는
interlocking,C2,연동
plane,C2,비행기
undemonstrative,C2,논증적이지 않은
undemonstratively,C2,비과연하게
menace,C2,협박
menacing,C2,위협적인
menacingly,C2,위협적으로
calamity,C2,재난
calamitous,C2,불행한
calamitously,C2,불행하게도
nigh,C2,가까이
austere,C2,남풍
austerely,C2,엄격하게
austerity,C2,내핍 생활
idiosyncrasy,C2,특질
idiosyncratic,C2,특이한
idiomatic,C2,관용적인
idiomatically,C2,관용적으로
kinetic,C2,운동
kinetically,C2,역학적으로
unmediated,C2,중재되지 않은
mediate,C2,중재하다
mediation,C2,중개
unharried,C2,정신이 없는
figurative,C2,비유적인
figuratively,C2,비유적으로
exorcism,C2,귀신 쫓아 내기
exorcist,C2,엑소시스트
mundanity,C2,평범함
mediocrity,C2,평범
dubiously,C2,의심스럽게
curate,C2,보좌 신부
curator,C2,관리자
antithesis,C2,대조법
antithetical,C2,정반대의
parameter,C2,매개변수
detract,C2,떨어지다
interrogate,C2,심문하다
interrogation,C2,질문
interrogative,C2,의문의
interrogatively,C2,의문적으로
perverse,C2,비뚤어진
perversity,C2,비뚤어진 성미
attainment,C2,달성
opaque,C2,불투명체
opacity,C2,불투명
remit,C2,송금하다
remittance,C2,송금
recourse,C2,의지하다
pedestal,C2,받침대
pedestrian,C2,보행자
lurid,C2,어쩐지 기분 나쁜
luridly,C2,소름끼치게
fallacy,C2,그릇된 생각
rife,C2,만연한
grumble,C2,투덜거리다
mercenary,C2,용병
polysyllabic,C2,다음절의
syllabic,C2,음절의
superfluous,C2,불필요한
superfluously,C2,불필요하게
snippet,C2,단편
practitioner,C2,개업의
ephemeral,C2,일시적인
ephemera,C2,하루살이
ephemerality,C2,일시적인 것
summarily,C2,요약해서
skim,C2,웃더껑이
infallibly,C2,틀림없이
infallible,C2,오류가 없는
infallibility,C2,오류 없음
depravity,C2,타락
depraved,C2,타락한
deprecate,C2,더 이상 사용하지 않는다
deprecatingly,C2,비하적으로
revile,C2,욕하다
revulsion,C2,격변
meager/meagre,C2,빈약하다/빈약하다
arcane,C2,신비한
arcanely,C2,불가사의하게
porten,C2,포텐
divination,C2,점
flit,C2,훨훨 날다
hitch,C2,걸다
prone,C2,경향이 있는
scavenger,C2,찾아 헤매다
vermin,C2,해충
totemic,C2,토템의
emulate,C2,에뮬레이트하다
emulation,C2,에뮬레이션
avian,C2,조류
vestigial,C2,흔적의
vestigially,C2,흔적적으로
barometer,C2,기압계
lament,C2,비탄
lamentation,C2,비탄
brouhaha,C2,브루하하
magnate,C2,고관
magnanimous,C2,관대한
magnanimously,C2,관대하게
magnanimity,C2,아량
whirlwind,C2,선풍
strait,C2,좁은
secular,C2,속가
secularly,C2,세속적으로
euphemism,C2,완곡 어법
euphemistic,C2,완곡어법적인
euphemistically,C2,완곡하게
condensation,C2,응축
redundant,C2,많은
redundancy,C2,중복성
redundantly,C2,중복적으로
colloquial,C2,구어체
colloquium,C2,콜로키움
colloquially,C2,구어체로
allusion,C2,암시
allude,C2,암시하다
disparage,C2,얕보다
disparaging,C2,폄하하는
disparagingly,C2,폄하적으로
disparagement,C2,경멸
huddle,C2,난잡
huddle,C2,난잡
topography,C2,지형
topographical,C2,지형적인
topographically,C2,지형적으로
confabulate,C2,조립하다
confabulation,C2,간담
surrealist,C2,초현실주의
surrealism,C2,초현실주의
contrive,C2,꾸미다
malice,C2,악의
malicious,C2,악의 있는
maliciously,C2,악의적으로
cinematography,C2,영화 촬영법
cinematographer,C2,촬영감독
maverick,C2,독보적인
diligent,C2,성실한
diligence,C2,근민
diligently,C2,부지런히
turret,C2,터릿
impressionistic,C2,인상주의
impressionistically,C2,인상주의적으로
snobbery,C2,속물 근성
parochial,C2,좁은
gravitate,C2,끌다
gravitational,C2,중력의
gravitationally,C2,중력적으로
consternation,C2,깜짝 놀람
haughty,C2,거만한
haughtily,C2,거만하게
axiom,C2,공리
axiomatic,C2,공리 같은
attrition,C2,마찰
enduringly,C2,꾸준히
reissue,C2,재발행
sulphur,C2,황
sulphuric,C2,황의
phantom,C2,환상
moor,C2,황무지
solitary,C2,외로운
solitary,C2,외로운
solitariness,C2,고독
solitude,C2,고독
adhere,C2,고수하다
adhesion,C2,부착
proscribe,C2,금지하다
proscription,C2,금지
crony,C2,친구
dribble,C2,드리블
dribble,C2,드리블
dribble,C2,드리블
ingrate,C2,배은망덕하다
prise,C2,상
rickety,C2,구불구불한
consign,C2,따로 두다
consignment,C2,위탁
fete,C2,축제
dole out,C2,조금씩 나누어 주다
opulent,C2,풍부한
opulence,C2,부유
opulently,C2,풍성하게
plutocrat,C2,부호
averse,C2,싫어하는
edify,C2,교화하다
edification,C2,교화
converse,C2,반대
converse,C2,반대
sterility,C2,불임
rhetoric,C2,수사학
rhetorical,C2,수사학적인
rhetorically,C2,수사적으로
flighty,C2,들뜬
flightiness,C2,날렵함
brimstone,C2,유황
impeccable,C2,흠잡을 데 없는
impeccably,C2,흠잡을 데 없이
romp,C2,말괄량이
romper,C2,뛰어 돌아 다니는 사람
meticulous,C2,세심한
meticulously,C2,꼼꼼하게
ingratiate,C2,환심을 사다
ingratiating,C2,축하하는
ingratiatingly,C2,비위 맞추는 것 같이
shimmer,C2,반짝임
hull,C2,선체
cull,C2,따다
swivel,C2,받침
relinquish,C2,포기하다
quiver,C2,떨림
quiver,C2,떨림
sandwiched,C2,샌드위치
mottled,C2,얼룩덜룩한
epoxy,C2,에폭시
resin,C2,수지
sedately,C2,차분하게
angular,C2,모난
angularity,C2,모남
dampen,C2,기가 꺾이다
buccaneer,C2,해적
buccaneer,C2,해적
conglomerate,C2,역암
cay,C2,암초
singe,C2,그을음
cordon,C2,장식 리본
fabled,C2,전설적인
glint,C2,반짝임
glint,C2,반짝임
infernal,C2,지독한
infernally,C2,지옥같이
presentational,C2,프리젠테이션적인
embed,C2,포함시키다
plume,C2,깃털
happenstance,C2,우연의 일치
venture,C2,투기
reconcile,C2,조정하다
reconciliation,C2,화해
conciliatory,C2,달래는
conciliation,C2,화해
preconception,C2,선입관
baroque,C2,바로크
virginal,C2,처녀의
spire,C2,첨탑
elephantine,C2,코끼리 같은
agency,C2,대행사
condone,C2,묵과하다
commodity,C2,상품
commode,C2,옷장
unobtrusive,C2,눈에 띄지 않는
unobtrusively,C2,눈에 띄지 않게
unobtrusiveness,C2,눈에 띄지 않음
compellingly,C2,설득력 있게
hauntingly,C2,잊혀지지 않게
brim,C2,가장자리
hazard,C2,위험
authenticity,C2,확실성
scholarly,C2,학술적인
accessibility,C2,접근성
cognitive,C2,인지
artifact,C2,인공물
preservationist,C2,보존주의자
qualm,C2,현기증
besiege,C2,괴롭히다
cloister,C2,회랑
cloistered,C2,회랑에 있는
annex,C2,신관
annex,C2,신관
resuscitate,C2,소생시키다
resuscitation,C2,소생술
ravish,C2,황홀한
fabricate,C2,만들다
fabrication,C2,제작
patchy,C2,고르지 못한
patchily,C2,고르지 않게
resounding,C2,울리는
resoundingly,C2,엄청나게
resound,C2,울리다
ordain,C2,정하다
inchoate,C2,방금 시작한
inchoately,C2,갑자기
elated,C2,의기 양양한
elation,C2,의기 양양
hysteria,C2,히스테리
hysterical,C2,히스테리적인
hysterically,C2,히스테리하게
jarring,C2,부조화
suffuse,C2,뒤덮다
totter,C2,넝마주이
pyre,C2,장작더미
contemptuous,C2,경멸하는
contemptuously,C2,경멸적으로
forlorn,C2,고독한
forlornly,C2,쓸쓸하게
rebuke,C2,꾸짖다
rebuke,C2,꾸짖다
abhorrent,C2,혐오스러운
abhor,C2,혐오하다
abhorrently,C2,혐오스럽게
aberration,C2,수차
emulsify,C2,유화하다
emulsification,C2,유화
emulsifier,C2,유화제
additive,C2,첨가물
additive,C2,첨가물
confection,C2,당제
proximal,C2,근위부
vandalize,C2,파손하다
vandal,C2,반달 족
feign,C2,가장하다
paradoxical,C2,역설적인
paradoxically,C2,역설적이게도
laryngitis,C2,후두염
stringent,C2,절박한
astringent,C2,수렴성
stringently,C2,엄격하게
standing,C2,서 있는
economize/economise,C2,절약하다/절약하다
breadwinner,C2,생업
cosset,C2,코셋
counsel,C2,조언
misdemeanor/misdemanour,C2,경범죄/경범죄
aptitude,C2,적성
torrential,C2,심한
banish,C2,덜어 없애다
banishment,C2,추방
knack,C2,기교
fruition,C2,결실
tantalize/tantalise,C2,감질나게 하다/감탄하게 하다
tantalizingly/tantalisingly,C2,감질나게/감질나게
maelstrom,C2,큰 소용돌이
vortex,C2,와동
depressive,C2,우울한
shoal,C2,얕은
scroll,C2,스크롤
collide,C2,충돌하다
collider,C2,충돌기
edifice,C2,건물
thicket,C2,덤불
leaven,C2,효모
leavening,C2,감화
ethos,C2,기풍
exhibitionist,C2,노출증 환자
interweave,C2,섞어 짜다
burgeoning,C2,급성장하는
indiscrete,C2,갈라져 있지 않은
indiscretion,C2,무분별
telescopic,C2,텔레스코픽
telescopically,C2,망원경으로
amorphous,C2,무정형의
amorphously,C2,무정형으로
hamper,C2,광주리
proliferate,C2,증식하다
proliferation,C2,분아 증식
deterrent,C2,억지력
selectivity,C2,선택성
fractious,C2,다루기 힘든
mystique,C2,신비감
assimilate,C2,동화하다
assimilation,C2,동화
intersperse,C2,산재하다
verbatim,C2,말 그대로
verbatim,C2,말 그대로
verily,C2,진실로
veritable,C2,진실의
verisimilitude,C2,있을 법함
artifice,C2,기교
advantageous,C2,유리한
unfeasible,C2,실현불가
unfeasibly,C2,실행 불가능하게
behest,C2,명령
virtuoso,C2,거장
virtuosity,C2,미술 애호가
cascade,C2,종속
cascade,C2,종속
crippling,C2,불구가 되는
nascent,C2,초기의
smattering,C2,흩날리는
corpus,C2,신체
wheeze,C2,끓다
neophyte,C2,초보자
coax,C2,동축 케이블
formidably,C2,엄청나게
formidable,C2,무서운
squint,C2,곁눈질
hoist,C2,감아 올리기
flatout,C2,평평하게
buzzard,C2,말다툼하다
bogus,C2,가짜
derision,C2,비웃음
derisive,C2,조롱하는
derisively,C2,조롱하게
truism,C2,사실주의
prurient,C2,고름이 많은
wither,C2,시들다
prurience,C2,호색
tetchy,C2,성 잘 내는
agile,C2,기민한
agility,C2,민첩
aghast,C2,깜짝 놀라
dwarf,C2,난쟁이
dwarfism,C2,왜소증
etch,C2,에칭
etching,C2,에칭
rapture,C2,황홀경
rapturous,C2,기뻐 날뛰는
rapturously,C2,열광적으로
ad lib,C2,애드립
ad-lib,C2,애드립
improvisational,C2,즉흥적으로
acrobatics,C2,재주 넘기
acrobatically,C2,곡예적으로
acrobatic,C2,재주 넘기 같은
arduous,C2,어려운
ardor/ardour,C2,열정/열정
arduously,C2,열심히
counterproductive,C2,비생산적인
counterproductively,C2,비생산적으로
proverbial,C2,유명한
instantaneous,C2,동시에 일어나는
instantaneously,C2,순간적으로
mull over,C2,고민하다
ruminate,C2,새기다
rumination,C2,반추
ruminant,C2,반추 동물
ruminative,C2,반추적인
hover,C2,호버링
armory/armoury,C2,무기고/무기고
apostle,C2,사도
blubber,C2,두툼한
blubbery,C2,흐릿한
merger,C2,합병
trifle,C2,시시한 것
trifle,C2,시시한 것
eke out,C2,밖으로 나가다
paramount,C2,최고의
squirm,C2,꿈틀거리다
squirmy,C2,꼬불꼬불한
floe,C2,빙원
embody,C2,구현하다
embodiment,C2,구체화
wistful,C2,탐내는
wistfully,C2,아쉽게도
mercantile,C2,상인
skew,C2,비스듬한
subsist,C2,생존하다
subsistence,C2,생활
subsidy,C2,보조금
subsidize,C2,보조금을 지급하다
legion,C2,군단
confrontational,C2,대립적인
confrontationally,C2,대립적으로
bout,C2,합
gout,C2,통풍
hinder,C2,방해하다
hindrance,C2,방해
myriad,C2,무수한
histrionic,C2,연극적인
histrionically,C2,역사적으로
marketability,C2,시장성
promotable,C2,홍보 가능
tacit,C2,말로 나타내지 않은
tacitly,C2,암묵적으로
taciturn,C2,말없는
taciturnity,C2,과묵함
surreptitious,C2,은밀한
surreptitiously,C2,은밀하게
allegory,C2,우화
allegorical,C2,우화적인
seedy,C2,초라한
punitive,C2,징벌적인
punitively,C2,징벌적으로
temper,C2,성질
milieu,C2,환경
self-aggrandizement/self-aggrandisement,C2,자기 확대/자기 확대
unadulterated,C2,완전한
adulterate,C2,불순하다
patronize/patronise,C2,애용하다/애사하다
patronizing/patronising,C2,애용하는/애용하는
patronizingly/patronisingly,C2,애용하는 마음으로/애용하는 마음으로
cogent,C2,설득력 있는
cogently,C2,설득력 있게
relegate,C2,물러나게 하다
incongruous,C2,부조화하다
incongruously,C2,부조화하게
incongruity,C2,부조화
deaden,C2,끄다
attuned,C2,조율된
attributive,C2,명사 수식어
ecotourism,C2,생태 관광
surge,C2,급등하다
surge,C2,급등하다
farcical,C2,우스꽝스러운
incise,C2,째다
incipient,C2,초기의
echolocation,C2,반향정위
echolocate,C2,반향탐지
reverb,C2,리버브
reverberation,C2,반향
reverberate,C2,울려 퍼지다
ingenuous,C2,솔직한
ingenuously,C2,독창적으로
impresario,C2,임프레사리오
elasticity,C2,탄력
synthesis,C2,합성
salivary,C2,타액
hypnotherapy,C2,최면요법
wholly,C2,전적으로
remorseful,C2,후회하는
